Wall time,Step,Value
1515434774.034086,86910,0.41749998927116394
1515435374.694482,87602,0.38624998927116394
1515435972.126912,88293,0.4099999964237213
1515436576.1934402,88988,0.42500001192092896
1515437178.0193753,89677,0.4000000059604645
1515437775.7214003,90364,0.41499999165534973
1515438373.9706485,91055,0.4037500023841858
1515438976.4250736,91748,0.42750000953674316
1515439574.7428956,92439,0.4137499928474426
1515440177.2537045,93134,0.4050000011920929
1515440777.6953084,93825,0.42625001072883606
1515441376.6820784,94517,0.44749999046325684
1515441978.324393,95212,0.42875000834465027
1515442577.3301787,95904,0.4399999976158142
1515443178.9669838,96596,0.4412499964237213
1515443778.9122229,97288,0.42250001430511475
1515444379.9841244,97979,0.4437499940395355
1515444978.028116,98672,0.4037500023841858
1515445577.914045,99367,0.4637500047683716
1515446177.078264,100063,0.4099999964237213
1515446784.1190438,100759,0.4124999940395355
1515447372.3292174,101444,0.42250001430511475
1515447974.6990523,102145,0.4337500035762787
1515448570.0921516,102844,0.42124998569488525
1515449171.0903425,103550,0.44874998927116394
1515449771.680503,104256,0.45249998569488525
1515450367.5782776,104960,0.45124998688697815
1515450969.8004127,105671,0.41999998688697815
1515451570.3516674,106379,0.4449999928474426
1515452169.9963398,107090,0.4437499940395355
1515452769.8220062,107801,0.48500001430511475
1515453370.8494618,108512,0.4012500047683716
1515453970.669736,109222,0.4449999928474426
1515454572.447214,109933,0.4675000011920929
1515455171.4467926,110643,0.4650000035762787
1515455772.1476097,111355,0.47874999046325684
1515456371.3615804,112068,0.44874998927116394
1515456972.2992644,112780,0.45500001311302185
1515457573.911587,113494,0.44624999165534973
1515458175.426089,114207,0.45750001072883606
1515458775.5779197,114917,0.47999998927116394
1515459377.9204724,115627,0.4712499976158142
1515459977.796471,116331,0.48374998569488525
1515460574.192971,117040,0.4662500023841858
1515461180.114226,117748,0.5074999928474426
1515461783.0289316,118444,0.4662500023841858
1515462385.7852972,119147,0.47999998927116394
1515462989.441192,119848,0.48249998688697815
1515463590.480356,120547,0.46875
1515464194.1349638,121246,0.5
1515464793.2429779,121941,0.48500001430511475
1515465396.8210955,122638,0.45500001311302185
1515465999.5523086,123329,0.45750001072883606
1515466598.0204382,124019,0.48500001430511475
1515467195.2342556,124709,0.5062500238418579
1515467794.7614205,125403,0.4962500035762787
1515468398.4306297,126099,0.4749999940395355
1515468995.0869255,126791,0.48374998569488525
1515469594.0238357,127487,0.49000000953674316
1515470196.1580155,128186,0.48625001311302185
1515470797.6078486,128881,0.45875000953674316
1515471396.326918,129574,0.5037500262260437
1515471997.5857553,130269,0.4699999988079071
1515472596.4358137,130962,0.48374998569488525
1515473188.5314703,131657,0.48500001430511475
1515473784.8624084,132362,0.4699999988079071
1515474387.894605,133072,0.4962500035762787
1515474992.7062676,133779,0.49125000834465027
1515475591.607469,134481,0.5012500286102295
1515476190.0573833,135184,0.4712499976158142
1515476789.7868576,135891,0.5012500286102295
1515477388.3454034,136600,0.48500001430511475
1515477989.1593707,137310,0.4925000071525574
1515478588.3162906,138020,0.4675000011920929
1515479188.3525727,138731,0.4699999988079071
1515479785.9105458,139442,0.4975000023841858
1515480387.0037024,140158,0.48374998569488525
1515480989.074911,140874,0.5087500214576721
1515481588.442198,141586,0.5049999952316284
1515482189.3072336,142300,0.4925000071525574
1515482788.3011932,143015,0.5174999833106995
1515483389.4373453,143732,0.48374998569488525
1515483990.4485,144446,0.5162500143051147
1515484590.3119094,145160,0.5137500166893005
1515485192.9367177,145876,0.49000000953674316
1515485790.643811,146591,0.4962500035762787
1515486391.1146228,147305,0.4712499976158142
1515486991.421595,148019,0.5037500262260437
1515487591.2204769,148735,0.5325000286102295
1515488191.9071124,149450,0.49125000834465027
1515488794.5878649,150167,0.543749988079071
1515489393.3336034,150880,0.5212500095367432
1515489992.2178833,151595,0.4925000071525574
1515490591.9330218,152312,0.5224999785423279
1515491194.19084,153030,0.5299999713897705
1515491795.294821,153744,0.5237500071525574
1515492396.6872985,154459,0.5262500047683716
1515492995.09972,155173,0.5137500166893005
1515493599.0750325,155889,0.5462499856948853
1515494197.0610805,156600,0.48124998807907104
1515494798.7534437,157315,0.5400000214576721
1515495398.8781223,158028,0.53125
1515495998.0747776,158741,0.4937500059604645
1515496598.0562396,159456,0.518750011920929
1515497199.2325215,160172,0.5087500214576721
1515497800.2642748,160886,0.5287500023841858
1515498400.4904773,161599,0.512499988079071
1515499001.9562902,162314,0.5087500214576721
1515499599.6866558,163028,0.5174999833106995
1515500203.0633504,163743,0.5337499976158142
1515500802.5447671,164455,0.5149999856948853
1515501411.9010854,165168,0.5299999713897705
1515502012.1817355,165869,0.5387499928474426
1515502611.8826988,166574,0.5224999785423279
1515503206.3372676,167278,0.5237500071525574
1515503803.2712262,167989,0.5012500286102295
1515504403.838859,168704,0.5375000238418579
1515505002.9570186,169420,0.5350000262260437
1515505604.8835585,170137,0.5062500238418579
1515506206.2189722,170851,0.5337499976158142
1515506805.623073,171566,0.5087500214576721
1515507405.7117867,172274,0.5425000190734863
1515508256.1008582,172276,0.5550000071525574
1515508861.8526464,172966,0.5450000166893005
