Wall time,Step,Value
1515437178.0193753,89677,5.563414096832275
1515437775.7214003,90364,5.465417861938477
1515438373.9706485,91055,5.531490325927734
1515438976.4250736,91748,5.46490478515625
1515439574.7428956,92439,5.434463024139404
1515440177.2537045,93134,5.438375949859619
1515440777.6953084,93825,5.338982582092285
1515441376.6820784,94517,5.281414031982422
1515441978.324393,95212,5.292551040649414
1515442577.3301787,95904,5.311875820159912
1515443178.9669838,96596,5.275379180908203
1515443778.9122229,97288,5.291911602020264
1515444379.9841244,97979,5.2929158210754395
1515444978.028116,98672,5.297533988952637
1515445577.914045,99367,5.224698543548584
1515446177.078264,100063,5.309704780578613
1515446784.1190438,100759,5.2466864585876465
1515447372.3292174,101444,5.238114833831787
1515447974.6990523,102145,5.095178127288818
1515448570.0921516,102844,5.1120219230651855
1515449171.0903425,103550,5.13705587387085
1515449771.680503,104256,5.096898555755615
1515450367.5782776,104960,5.086773872375488
1515450969.8004127,105671,5.11337423324585
1515451570.3516674,106379,4.998181343078613
1515452169.9963398,107090,5.087587833404541
1515452769.8220062,107801,4.836764335632324
1515453370.8494618,108512,5.061394214630127
1515453970.669736,109222,4.984167575836182
1515454572.447214,109933,4.860255241394043
1515455171.4467926,110643,4.914381504058838
1515455772.1476097,111355,4.833381175994873
1515456371.3615804,112068,4.923522472381592
1515456972.2992644,112780,4.91640043258667
1515457573.911587,113494,4.863666534423828
1515458175.426089,114207,4.811911106109619
1515458775.5779197,114917,4.735091686248779
1515459377.9204724,115627,4.7804646492004395
1515459977.796471,116331,4.7255144119262695
1515460574.192971,117040,4.827081680297852
1515461180.114226,117748,4.653966426849365
1515461783.0289316,118444,4.759111404418945
1515462385.7852972,119147,4.7679877281188965
1515462989.441192,119848,4.640066623687744
1515463590.480356,120547,4.711920261383057
1515464194.1349638,121246,4.586479663848877
1515464793.2429779,121941,4.668588161468506
1515465396.8210955,122638,4.729493618011475
1515465999.5523086,123329,4.641305923461914
1515466598.0204382,124019,4.65931510925293
1515467195.2342556,124709,4.57954216003418
1515467794.7614205,125403,4.522047519683838
1515468398.4306297,126099,4.569751739501953
1515468995.0869255,126791,4.560579299926758
1515469594.0238357,127487,4.554079055786133
1515470196.1580155,128186,4.457765102386475
1515470797.6078486,128881,4.58043098449707
1515471396.326918,129574,4.412929534912109
1515471997.5857553,130269,4.500664710998535
1515472596.4358137,130962,4.565389156341553
1515473188.5314703,131657,4.4939188957214355
1515473784.8624084,132362,4.537386417388916
1515474387.894605,133072,4.495523929595947
1515474992.7062676,133779,4.378468036651611
1515475591.607469,134481,4.347448348999023
1515476190.0573833,135184,4.415360927581787
1515476789.7868576,135891,4.354736804962158
1515477388.3454034,136600,4.363678932189941
1515477989.1593707,137310,4.37563419342041
1515478588.3162906,138020,4.482199668884277
1515479188.3525727,138731,4.359951496124268
1515479785.9105458,139442,4.28648042678833
1515480387.0037024,140158,4.328851222991943
1515480989.074911,140874,4.243699550628662
1515481588.442198,141586,4.230520248413086
1515482189.3072336,142300,4.239771842956543
1515482788.3011932,143015,4.220918655395508
1515483389.4373453,143732,4.2533979415893555
1515483990.4485,144446,4.168529033660889
1515484590.3119094,145160,4.1632161140441895
1515485192.9367177,145876,4.195783615112305
1515485790.643811,146591,4.245382308959961
1515486391.1146228,147305,4.3429975509643555
1515486991.421595,148019,4.167499542236328
1515487591.2204769,148735,4.0226287841796875
1515488191.9071124,149450,4.1357831954956055
1515488794.5878649,150167,4.058485507965088
1515489393.3336034,150880,4.080623149871826
1515489992.2178833,151595,4.192180156707764
1515490591.9330218,152312,4.055508136749268
1515491194.19084,153030,4.06243896484375
1515491795.294821,153744,3.942307472229004
1515492396.6872985,154459,4.089266777038574
1515492995.09972,155173,4.075796604156494
1515493599.0750325,155889,3.993488073348999
1515494197.0610805,156600,4.077746868133545
1515494798.7534437,157315,3.905097246170044
1515495398.8781223,158028,3.9721927642822266
1515495998.0747776,158741,4.073760509490967
1515496598.0562396,159456,4.0043463706970215
1515497199.2325215,160172,3.9067821502685547
1515497800.2642748,160886,3.823601484298706
1515498400.4904773,161599,3.98386287689209
1515499001.9562902,162314,3.994338274002075
1515499599.6866558,163028,3.899820327758789
1515500203.0633504,163743,3.795790195465088
1515500802.5447671,164455,3.8908579349517822
1515501411.9010854,165168,3.8527326583862305
1515502012.1817355,165869,3.829367160797119
1515502611.8826988,166574,3.8643856048583984
1515503206.3372676,167278,3.905611276626587
1515503803.2712262,167989,3.8750383853912354
1515504403.838859,168704,3.809610605239868
1515505002.9570186,169420,3.8529446125030518
1515505604.8835585,170137,3.8629567623138428
1515506206.2189722,170851,3.7983715534210205
1515506805.623073,171566,3.9314029216766357
1515507405.7117867,172274,3.772218704223633
1515508256.1008582,172276,3.67048978805542
1515508861.8526464,172966,3.6938915252685547
