Wall time,Step,Value
1515357782.3258998,1,10.570042610168457
1515358374.260063,661,10.536513328552246
1515358975.6387532,1324,10.492331504821777
1515359573.808128,1987,10.452814102172852
1515361063.8063674,1988,10.4559965133667
1515361653.3976743,2676,10.391325950622559
1515362731.657362,2677,10.393333435058594
1515363312.8988614,3382,10.328573226928711
1515363917.001851,4089,10.270821571350098
1515364523.1238801,4792,10.214417457580566
1515365122.9117694,5489,10.067748069763184
1515365716.5461068,6188,10.022224426269531
1515366322.8527968,6893,9.944302558898926
1515366923.7235768,7591,9.921143531799316
1515367519.4952147,8289,9.820306777954102
1515368124.3765194,8994,9.820226669311523
1515368718.3920584,9693,9.750061988830566
1515369322.5317256,10400,9.790325164794922
1515369926.9535968,11103,9.643511772155762
1515370526.4175115,11803,9.681026458740234
1515371129.9177747,12504,9.636226654052734
1515371729.0733848,13201,9.468033790588379
1515372331.7227736,13897,9.534802436828613
1515372928.8346667,14593,9.465731620788574
1515373531.8699698,15292,9.379129409790039
1515374130.4500818,15989,9.357638359069824
1515374733.7244945,16689,9.342556953430176
1515375332.4295394,17383,9.246367454528809
1515375937.303808,18078,9.194060325622559
1515376531.382664,18758,9.180522918701172
1515377135.4271598,19458,9.139585494995117
1515377736.2508492,20152,9.098583221435547
1515378335.9598484,20844,9.087828636169434
1515378935.3071783,21540,9.004820823669434
1515379542.392248,22235,8.964319229125977
1515380138.4458508,22923,8.931626319885254
1515380736.8848324,23618,8.948444366455078
1515381337.9385924,24313,8.846418380737305
1515381936.9648795,25008,8.829819679260254
1515382531.8783782,25690,8.760403633117676
1515383127.0265937,26382,8.717878341674805
1515383726.0807052,27079,8.642306327819824
1515384326.3097064,27780,8.645593643188477
1515384928.9918263,28477,8.537311553955078
1515385528.2937078,29172,8.596487045288086
1515386126.184147,29879,8.559715270996094
1515386725.7045054,30592,8.421440124511719
1515387326.6665058,31306,8.386231422424316
1515387929.0405974,32020,8.40514850616455
1515388526.7004645,32731,8.369304656982422
1515389128.1033645,33447,8.323799133300781
1515389730.3762093,34161,8.270237922668457
1515390330.8265598,34874,8.216300010681152
1515390929.8704994,35587,8.151981353759766
1515391531.4603243,36302,8.072824478149414
1515392136.9600554,37014,8.132523536682129
1515392735.3185208,37720,8.030435562133789
1515393331.0992098,38429,7.997208118438721
1515393933.7383804,39143,7.956469535827637
1515394531.7388973,39853,7.9559502601623535
1515395132.9989238,40567,7.908519268035889
1515395731.2611325,41281,7.716517925262451
1515396332.6425998,41997,7.695107460021973
1515396934.1973882,42711,7.652071475982666
1515397535.663798,43424,7.77768087387085
1515398133.390235,44138,7.6442179679870605
1515398734.1307452,44854,7.670710563659668
1515399336.3285549,45570,7.480087757110596
1515399934.7330334,46284,7.624359607696533
1515400538.4516413,46999,7.538166522979736
1515401137.0871818,47710,7.44036865234375
1515401739.1487658,48424,7.3616557121276855
1515402338.5778985,49137,7.442897796630859
1515402936.859184,49851,7.258910655975342
1515403539.9073706,50567,7.238528251647949
1515404140.0859563,51278,7.215516567230225
1515404739.0938873,51992,7.259307384490967
1515405339.3682578,52707,7.226932525634766
1515405945.8141856,53422,7.176609992980957
1515406553.7145257,54130,6.962934494018555
1515407154.1047258,54828,7.011116981506348
1515407742.59502,55526,6.924490928649902
1515408344.1584885,56240,6.898828506469727
1515408945.0102434,56953,6.933114051818848
1515409542.7295308,57664,6.849637031555176
1515410144.0006428,58379,6.804842948913574
1515410745.7617848,59094,6.789034366607666
1515411347.042804,59806,6.702718734741211
1515411948.983039,60517,6.737359046936035
1515412546.0482523,61226,6.659353256225586
1515413147.0580719,61939,6.5162353515625
1515413746.0151982,62653,6.509709358215332
1515414346.086154,63368,6.567217826843262
1515414949.8334377,64085,6.559123992919922
1515415554.2768896,64796,6.489221096038818
1515416156.6889985,65500,6.463705062866211
1515416754.6588025,66203,6.4831929206848145
1515417349.74664,66911,6.445051670074463
1515417952.1521542,67625,6.323153018951416
1515418549.6797514,68335,6.4025959968566895
1515419148.430778,69048,6.251434326171875
1515419749.661177,69766,6.2496442794799805
1515420349.7061758,70479,6.352643966674805
1515420956.4768827,71194,6.267934799194336
1515421569.1887918,71890,6.1840081214904785
1515422169.0194387,72555,6.124541759490967
1515422769.4898503,73223,6.197581768035889
1515423373.4985757,73901,6.083204746246338
1515423965.1760652,74583,6.229554653167725
1515424567.7082627,75278,5.936172962188721
1515425170.7487037,75961,5.998829364776611
1515425771.0496547,76638,6.053583145141602
1515426369.0309563,77308,6.0149664878845215
1515426969.6509578,77984,5.8857221603393555
1515427570.2145004,78656,5.8119330406188965
1515428170.0248933,79329,5.938305854797363
1515428771.3251007,80013,5.753129959106445
1515429373.8990898,80700,5.743999481201172
1515429970.814107,81389,5.7850141525268555
1515430571.732376,82078,5.807608604431152
1515431172.9858341,82769,5.753117084503174
1515431772.0226996,83458,5.913090705871582
1515432374.8253927,84148,5.7545647621154785
1515432971.220524,84836,5.832096099853516
1515433573.0193825,85530,5.768156051635742
1515434175.284797,86220,5.628276824951172
1515434774.034086,86910,5.550844192504883
1515435374.694482,87602,5.51849365234375
1515435972.126912,88293,5.46776008605957
1515436576.1934402,88988,5.5190110206604
